sku,Brand,Category,sub_category,sub_sub_category,Title,Description,Condition,Price,Image,Product Line,Product Series,Model,OEM Manufacturer,Product Type,# of Cores,Processor Speed,Socket Type
586599-L21, HPE ,Processors,Server Processors,NA,586599-L21 - HPE 2.40GHz LGA1366 Xeon L5530 4-Core Processor,HPE 586599-L21 2.40GHz 5.86GT/s QPI 8MB L3 Cache Socket FCLGA1366 Intel Xeon L5530 Quad-core (4 Core) Processor Kit For ProLiant SL160z G6,Refurbished,$125.00,https://cdn.cmshardware.com/images/Images/Products/586599-L21.webp,Xeon ,,,,Micro Processor ,Quad-core (4 Core) ,2.40 GHz,Socket FCLGA1366 
493216-L21, HP ,Processors,Server Processors,NA,493216-L21 - HP 2.66GHz Socket LGA771 Xeon L5430 4-Core Processor,HP 493216-L21 2.66GHz 1333MHz FSB 12MB L2 Cache Socket LGA771 Intel Xeon L5430 Quad-core (4 Core) Processor Kit For ProLiant BL260c G5,Refurbished,$55.00,https://cdn.cmshardware.com/images/Images/Products/493216-L21.webp,Xeon ,,L5430 ,,Micro Processor ,Quad-core (4 Core) ,2.66 GHz,Socket LGA771 
495616-L21, HP ,Processors,Server Processors,NA,495616-L21 - HP 2.66GHz LGA771 Xeon L5430 4-Core Processor,HP 495616-L21 2.66GHz 1333MHz FSB 12MB L2 Cache Socket LGA771 Intel Xeon L5430 Quad-core (4 Core) Processor Kit For ProLiant DL160 G5,Refurbished,$55.00,https://cdn.cmshardware.com/images/Images/Products/495616-L21.webp,,,,,Micro Processor ,Quad-core (4 Core) ,2.66 GHz,Socket LGA771 
504587-B21, HP ,Processors,Server Processors,NA,504587-B21 - HP 2.66GHz Socket LGA771 Xeon L5430 4-Core Processor,HP 504587-B21 2.66GHz 1333MHz FSB 12MB L2 Cache Socket LGA771 Intel Xeon L5430 Quad-core (4 Core) Processor,Refurbished,$55.00,https://cdn.cmshardware.com/images/Images/Products/504587-B21.webp,Xeon ,,L5430 ,,Micro Processor ,Quad-core (4 Core) ,2.66 GHz,Socket LGA771 
504587-L21, HP ,Processors,Server Processors,NA,504587-L21 - HP 2.66GHz Socket LGA771 Xeon L5430 4-Core Processor,HP 504587-L21 2.66GHz 1333MHz FSB 12MB L2 Cache Socket LGA771 Intel Xeon L5430 Quad-core (4 Core) Processor,Refurbished,$48.00,https://cdn.cmshardware.com/images/Images/Products/504587-L21.webp,Xeon ,,L5430 ,,Micro Processor ,Quad-core (4 Core) ,2.66 GHz,Socket LGA771 
506729-B21, HP ,Processors,Server Processors,NA,506729-B21 - HP 2.66GHz Socket LGA771 Xeon L5430 4-Core Processor,HP 506729-B21 2.66GHz 1333MHz FSB 12MB L2 Cache Socket LGA771 Intel Xeon L5430 Quad-core (4 Core) Processor For ProLiant xw2x220c Blade Workstation,Refurbished,$55.00,https://cdn.cmshardware.com/images/Images/Products/506729-B21.webp,Xeon ,,L5430 ,,Micro Processor ,Quad-core (4 Core) ,2.66 GHz,Socket LGA771 
A5500BX, HP ,Processors,Desktop Processors,NA,A5500BX - HP 440MHz 1.5MB Cache PA-RISC CPU Module,HP A5500BX 440MHz 1.5MB Cache PA-RISC CPU Module,Refurbished,$95.00,https://cdn.cmshardware.com/images/Images/Products/A5500BX.webp,,,,HP ,Micro Processor ,Single-core (1 Core) ,440 MHz,
A5570-62014, HP ,Processors,Server Processors,NA,A5570-62014 - HP Processor Terminator Module for 9000 Superdome Server,HP A5570-62014 Processor Terminator Module for 9000 Superdome Server,Refurbished,$152.00,https://cdn.cmshardware.com/images/Images/Products/A5570-62014.webp,,,,,Micro Processor ,,,
AB526-62002, HP ,Processors,Desktop Processors,NA,AB526-62002 - HP 800MHz 64MB L2 Cache PA-8900 Dual Processor Module,HP AB526-62002 800MHz 64MB L2 Cache PA-8900 Dual Processor Module,Refurbished,$197.00,https://cdn.cmshardware.com/images/Images/Products/AB526-62002.webp,,,,HP ,Micro Processor ,Dual-core (2 Core) ,800 MHz,
A4837-69101, HP ,Processors,Desktop Processors,NA,A4837-69101 - HP 240MHz 4MB Cache PA-8200 Processor Module,HP A4837-69101 240MHz 4MB Cache PA-8200 Processor Module,Refurbished,$148.00,https://cdn.cmshardware.com/images/Images/Products/A4837-69101.webp,,8200 ,,HP ,Micro Processor ,Single-core (1 Core) ,240 MHz,
AB617-62010, HP ,Processors,Server Processors,NA,AB617-62010 - HP 1.4GHz 1.5MB Cache Itanium 2 Processor for Rx2600,HP AB617-62010 1.4GHz 1.5MB Cache Itanium 2 Processor for Rx2600,Refurbished,$172.00,https://cdn.cmshardware.com/images/Images/Products/AB617-62010.webp,Itanium ,,,,Micro Processor ,Single-core (1 Core) ,1.40 GHz,Socket PPGA611 
AD388-69001, HP ,Processors,Server Processors,NA,AD388-69001 - HP 1.60GHz PPGA611 Itanium 2 9150N 2-Core Processor,HP AD388-69001 1.60GHz 533MHz FSB 24MB L3 Cache Socket PPGA611 Intel Itanium 2 9150N Dual-core (2 Core) Processor For Integrity rx6600 Server,Refurbished,$255.00,https://cdn.cmshardware.com/images/Images/Products/AD388-69001.webp,Itanium ,9000 ,9150N ,Intel ,Micro Processor ,Dual-core (2 Core) ,1.6 GHz,Socket PPGA611 
AB334-04003, HP ,Processors,Server Processors,NA,AB334-04003 - HP 1.6Ghz 400Mhz FSB Itanium 2 Processor,HP AB334-04003 1.6Ghz 400Mhz FSB 6MB Cache Itanium 2 Processor for Rx2620 Server,Refurbished,$200.00,https://cdn.cmshardware.com/images/Images/Products/AB334-04003.webp,Itanium 2 ,,,,Micro Processor ,Single-core (1 Core) ,1.6 GHz,
AB334-69002, HP ,Processors,Server Processors,NA,AB334-69002 - HP 1.6Ghz 400Mhz FSB Itanium 2 Processor,HP AB334-69002 1.6Ghz 400Mhz FSB 6MB Cache Itanium 2 Processor for Rx2620 Server,Refurbished,$200.00,https://cdn.cmshardware.com/images/Images/Products/AB334-69002.webp,Itanium 2 ,,,,,,1.6 GHz,
A5500-04001, HP ,Processors,Server Processors,NA,A5500-04001 - HP 440MHz PA-8500 CPU Processor Module,HP A5500-04001 PA-8500 440MHz Processor Module,Refurbished,$119.00,https://cdn.cmshardware.com/images/Images/Products/A5500-04001-o.webp,,,,,Processor Upgrade ,,,
430818-L22, HP ,Processors,Server Processors,NA,430818-L22 - HP 3.00GHz PPGA604 Xeon 7120M 2-Core Processor,HP 430818-L22 3.00GHz 800MHz FSB 4MB L2 Cache Socket PPGA604 Intel Xeon 7120M Dual-core (2 Core) Processor Kit For ProLiant DL580 G4,Refurbished,$65.00,https://cdn.cmshardware.com/images/Images/Products/430818-L22.webp,Xeon ,,,,Micro Processor ,Dual-core (2 Core) ,3.00 MHz,Socket PPGA604 
386508-001, HP ,Processors,Server Processors,NA,386508-001 - HP 400MHz Socket SC330 Pentium II Xeon 1-Core Processor,HP 386508-001 400MHz 66MHz FSB 512KB L2 Cache Socket SC330 Intel Pentium II Xeon Single-core (1 Core) Processor,Refurbished,$48.00,https://cdn.cmshardware.com/images/Images/Products/386508-001.webp,Pentium II Xeon ,,,,Micro Processor ,Single-core (1 Core) ,400 MHz,Socket SC330 
D6119-60000, HP ,Processors,Server Processors,NA,D6119-60000 - HP 400MHz Socket SC330 Pentium II Xeon 1-Core Processor,HP D6119-60000 400MHz 66MHz FSB 512KB L2 Cache Socket SC330 Intel Pentium II Xeon Single-core (1 Core) Processor,Refurbished,$48.00,https://cdn.cmshardware.com/images/Images/Products/D6119-60000.webp,Pentium II Xeon ,,,,Micro Processor ,Single-core (1 Core) ,400 MHz,Socket SC330 
D6119-60001, HP ,Processors,Server Processors,NA,D6119-60001 - HP 400MHz Socket SC330 Pentium II Xeon 1-Core Processor,HP D6119-60001 400MHz 66MHz FSB 512KB L2 Cache Socket SC330 Intel Pentium II Xeon Single-core (1 Core) Processor,Refurbished,$55.00,https://cdn.cmshardware.com/images/Images/Products/D6119-60001.webp,Pentium II Xeon ,,,,Micro Processor ,Single-core (1 Core) ,400 MHz,Socket SC330 
611144-L21, HPE ,Processors,Server Processors,NA,611144-L21 - HPE 2.53GHz LGA1366 Xeon E5630 4-Core Processor,HPE 611144-L21 2.53GHz 5.86GT/s QPI 12MB L3 Cache Socket FCLGA1366 Intel Xeon E5630 Quad-core (4 Core) Processor Kit For ProLiant SL390s G7,Refurbished,$270.00,https://cdn.cmshardware.com/images/Images/Products/611144-L21.webp,Xeon ,,E5630  ,Intel ,Micro Processor ,Quad-core (4 Core) ,2.53 GHz,Socket FCLGA1366 
463475-001, HP ,Processors,Server Processors,NA,463475-001 - HP 2.83GHz Socket LGA775 X3360 4-Core Processor,HP 463475-001 2.83GHz 1333MHz FSB 12MB L2 Cache Socket LGA775 Intel Xeon X3360 Quad-core (4 Core) Processor,Refurbished,$59.00,https://cdn.cmshardware.com/images/Images/Products/463475-001.webp,,, X3360 ,,Micro Processor ,Quad-core (4 Core) ,2.83 GHz,Socket T LGA-775 
489907-B21, HP ,Processors,Server Processors,NA,489907-B21 - HP 2.83GHz Socket LGA775 X3360 4-Core Processor,HP 489907-B21 2.83GHz 1333MHz FSB 12MB L2 Cache Socket LGA775 Intel Xeon X3360 Quad-core (4 Core) Processor For ProLiant ML310 G5,Refurbished,$61.00,https://cdn.cmshardware.com/images/Images/Products/489907-B21.webp,,, X3360 ,,Micro Processor ,Quad-core (4 Core) ,2.83 GHz,Socket T LGA-775 
592304-L21, HPE ,Processors,Server Processors,NA,592304-L21 - HPE 2.53GHz LGA1366 Xeon E5630 4-Core Processor,HPE 592304-L21 2.53GHz 5.86GT/s QPI 12MB L3 Cache Socket FCLGA1366 Intel Xeon E5630 Quad-core (4 Core) Processor Kit For ProLiant SL2x170z G6,Refurbished,$270.00,https://cdn.cmshardware.com/images/Images/Products/592304-L21.webp,Xeon ,,E5630  ,Intel ,Micro Processor ,Quad-core (4 Core) ,2.53 GHz,Socket FCLGA1366 
601053-L21, HP ,Processors,Server Processors,NA,601053-L21 - HP 2.53GHz LGA1366 Xeon E5630 4-Core Processor,HP 601053-L21 2.53GHz 5.86GT/s QPI 12MB L3 Cache Socket FCLGA1366 Intel Xeon E5630 Quad-core (4 Core) Processor Kit For ProLiant ML330 G6,Refurbished,$55.00,https://cdn.cmshardware.com/images/Images/Products/601053-L21.webp,Xeon ,,E5630  ,Intel ,Micro Processor ,Quad-core (4 Core) ,2.53 GHz,Socket FCLGA1366 
610852-L21, HP ,Processors,Server Processors,NA,610852-L21 - HP 2.53GHz LGA1366 Xeon E5630 4-Core Processor,HP 610852-L21 2.53GHz 5.86GT/s QPI 12MB L3 Cache Socket FCLGA1366 Intel Xeon E5630 Quad-core (4 Core) Processor For ProLiant BL460c G7 Server,Refurbished,$48.00,https://cdn.cmshardware.com/images/Images/Products/610852-L21.webp,Xeon ,,E5630  ,Intel ,Micro Processor ,Quad-core (4 Core) ,2.53 GHz,Socket FCLGA1366 
WG730AAR, HP ,Processors,Server Processors,NA,WG730AAR - HP 2.66GHz LGA1366 Xeon E5640 4-Core Processor,HP WG730AAR 2.66GHz 5.86GT/s QPI 12MB L3 Cache Socket FCLGA1366 Intel Xeon E5640 Quad-core (4 Core) Processor,Refurbished,$55.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Xeon-Gen.webp,Xeon ,,E5640 ,,Micro Processor ,Quad-core (4 Core) ,2.66 GHz,Socket FCLGA1366 
586641-002, HP ,Processors,Server Processors,NA,586641-002 - HP 2.53GHz LGA1366 Xeon E5630 4-Core Processor,HP 586641-002 2.53GHz 5.86GT/s QPI 12MB L3 Cache Socket FCLGA1366 Intel Xeon E5630 Quad-core (4 Core) Processor,Refurbished,$55.00,https://cdn.cmshardware.com/images/Images/Products/586641-002.webp,Xeon ,,E5630  ,Intel ,Micro Processor ,Quad-core (4 Core) ,2.53 GHz,Socket FCLGA1366 
584478-B21, HP ,Processors,Server Processors,NA,584478-B21 - HP 2.53GHz LGA1366 Xeon E5630 4-Core Processor,HP 584478-B21 2.53GHz 5.86GT/s QPI 12MB L3 Cache Socket FCLGA1366 Intel Xeon E5630 Quad-core (4 Core) Processor,Refurbished,$48.00,https://cdn.cmshardware.com/images/Images/Products/584478-B21.webp,Xeon ,,E5630  ,Intel ,Micro Processor ,Quad-core (4 Core) ,2.53 GHz,Socket FCLGA1366 
489907-L21, HP ,Processors,Server Processors,NA,489907-L21 - HP 2.83GHz Socket LGA775 X3360 4-Core Processor,HP 489907-L21 2.83GHz 1333MHz FSB 12MB L2 Cache Socket LGA775 Intel Xeon X3360 Quad-core (4 Core) Processor Kit For ProLiant ML310 G5,Refurbished,$70.00,https://cdn.cmshardware.com/images/Images/Products/489907-L21.webp,Xeon ,L3000 ,L3360 ,,Processor Upgrade ,Quad-core (4 Core) ,2.83 GHz,Socket T LGA-775 
489909-b21, HP ,Processors,Server Processors,NA,489909-b21 - HP 2.83GHz Socket LGA775 X3360 4-Core Processor,HP 489909-b21 2.83GHz 1333MHz FSB 12MB L2 Cache Socket LGA775 Intel Xeon X3360 Quad-core (4 Core) Processor,Refurbished,$195.00,https://cdn.cmshardware.com/images/Images/Products/489909-B21.webp,,, X3360 ,,Micro Processor ,Quad-core (4 Core) ,2.83 GHz,Socket T LGA-775 
493245-B22, HP ,Processors,Server Processors,NA,493245-B22 - HP 2.83GHz Socket LGA775 X3360 4-Core Processor,HP 493245-B22 2.83GHz 1333MHz FSB 12MB L2 Cache Socket LGA775 Intel Xeon X3360 Quad-core (4 Core) Processor For ProLiant DL120 G5,Refurbished,$61.00,https://cdn.cmshardware.com/images/Images/Products/493245-B22.webp,,, X3360 ,,Micro Processor ,Quad-core (4 Core) ,2.83 GHz,Socket T LGA-775 
493245-L22, HP ,Processors,Server Processors,NA,493245-L22 - HP 2.83GHz Socket LGA775 X3360 4-Core Processor,HP 493245-L22 2.83GHz 1333MHz FSB 12MB L2 Cache Socket LGA775 Intel Xeon X3360 Quad-core (4 Core) Processor Kit For ProLiant DL120 G5,Refurbished,$70.00,https://cdn.cmshardware.com/images/Images/Products/493245-L22.webp,Xeon ,L3000 ,L3360 ,,Processor Upgrade ,Quad-core (4 Core) ,2.83 GHz,Socket T LGA-775 
493261-B21, HP ,Processors,Server Processors,NA,493261-B21 - HP 2.83GHz Socket LGA775 X3360 4-Core Processor,HP 493261-B21 2.83GHz 1333MHz FSB 12MB L2 Cache Socket LGA775 Intel Xeon X3360 Quad-core (4 Core) Processor,Refurbished,$70.00,https://cdn.cmshardware.com/images/Images/Products/493261-B21.webp,,, X3360 ,,Micro Processor ,Quad-core (4 Core) ,2.83 GHz,Socket T LGA-775 
493261-L21, HP ,Processors,Server Processors,NA,493261-L21 - HP 2.83GHz Socket LGA775 X3360 4-Core Processor,HP 493261-L21 2.83GHz 1333MHz FSB 12MB L2 Cache Socket LGA775 Intel Xeon X3360 Quad-core (4 Core) Processor Kit For ProLiant ML110 G5,Refurbished,$70.00,https://cdn.cmshardware.com/images/Images/Products/493261-L21.webp,,, X3360 ,,Micro Processor ,Quad-core (4 Core) ,2.83 GHz,Socket T LGA-775 
578352-B21, HP ,Processors,Desktop Processors,NA,578352-B21 - HP 3.06GHz Socket LGA1156 Core i3-540 2-Core Processor,HP 578352-B21 3.06GHz 2.50GT/s DMI 4MB L3 Cache Socket FCLGA1156 Intel Core i3-540 Dual-core (2 Core) Processor Kit For ProLiant ML110 G6,Refurbished,$686.00,https://cdn.cmshardware.com/images/Images/Products/578352-B21.webp,Core i3 ,,540  ,HP ,Micro Processor ,Dual-core (2 Core) ,3.06 GHz,Socket FCLGA1156 
P2136-63001, HP ,Processors,Desktop Processors,NA,P2136-63001 - HP 1.40GHz 400MHz FSB 256KB L2 Cache Socket PGA423 Intel Pentium 4 Single-core (1 Core) Processor,HP P2136-63001 1.40GHz 400MHz FSB 256KB L2 Cache Socket PGA423 Intel Pentium 4 Single-core (1 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/P2136-63001.webp,Pentium III ,,,Intel ,Micro Processor ,Single-core (1 Core) ,1.40 GHz,Socket PGA-370 
F3398-69204, HP ,Processors,Laptop Processors,NA,F3398-69204 - HP 1.40GHz Socket PGA478 Pentium 4-M 1-Core Processor,HP F3398-69204 1.40GHz 400MHz FSB 512KB L2 Cache Socket PGA478 Intel Pentium 4-M Single-core (1 Core) Processor,Refurbished,$66.00,https://cdn.cmshardware.com/images/Images/Products/F3398-69204.webp,,,,,Micro Processor ,Single-core (1 Core) ,1.40 GHz,Socket PGA-478 
737474-001, HP ,Processors,Laptop Processors,NA,737474-001 - HP 2.50GHz 5GT/s DMI 3MB L3 Cache Socket PGA946 Intel Core i3-4100M 2-Core Processor,HP 737474-001 2.50GHz 5GT/s DMI 3MB L3 Cache Socket PGA946 Intel Core i3-4100M 2-Core Processor,Refurbished,$88.00,https://cdn.cmshardware.com/images/Images/Products/737474-001.webp,Core i3 ,,4100M ,,Micro Processor ,Dual-core (2 Core) ,2.50 GHz,Socket PGA-946 
600134-001, HP ,Processors,Desktop Processors,NA,600134-001 - HP 3.06GHz Socket LGA1156 Core i3-540 2-Core Processor,HP 600134-001 3.06GHz 2.50GT/s DMI 4MB L3 Cache Socket FCLGA1156 Intel Core i3-540 Dual-core (2 Core) Processor,Refurbished,$267.00,https://cdn.cmshardware.com/images/Images/Products/600134-001.webp,Core i3 ,,540  ,HP ,Micro Processor ,Dual-core (2 Core) ,3.06 GHz,Socket FCLGA1156 
599311-B21, HP ,Processors,Desktop Processors,NA,599311-B21 - HP 3.06GHz Socket LGA1156 Core i3-540 2-Core Processor,HP 599311-B21 3.06GHz 2.50GT/s DMI 4MB L3 Cache Socket FCLGA1156 Intel Core i3-540 Dual-core (2 Core) Processor Kit For ProLiant DL120 G6,Refurbished,$106.00,https://cdn.cmshardware.com/images/Images/Products/599311-B21.webp,Core i3 ,,540  ,HP ,Micro Processor ,Dual-core (2 Core) ,3.06 GHz,Socket FCLGA1156 
599311-L21, HP ,Processors,Desktop Processors,NA,599311-L21 - HP 3.06GHz Socket LGA1156 Core i3-540 2-Core Processor,HP 599311-L21 3.06GHz 2.50GT/s DMI 4MB L3 Cache Socket FCLGA1156 Intel Core i3-540 Dual-core (2 Core) Processor Kit For ProLiant DL120 G6,Refurbished,$491.00,https://cdn.cmshardware.com/images/Images/Products/599311-L21.webp,Core i3 ,,540  ,HP ,Micro Processor ,Dual-core (2 Core) ,3.06 GHz,Socket FCLGA1156 
374716-001, HP ,Processors,Desktop Processors,NA,374716-001 - HP 3.00GHz 800MHz FSB 1MB L2 Cache Socket LGA775 Intel Pentium 4 1-Core Processor,HP 374716-001 3.00GHz 800MHz FSB 1MB L2 Cache Socket LGA775 Intel Pentium 4 1-Core Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/374716-001.webp,Pentium 4 ,,,HP ,Micro Processor ,Single-core (1 Core) ,3.00 GHz,Socket T LGA-775 
687864-001, HP ,Processors,Desktop Processors,NA,687864-001 - HP 3.30GHz 5.00GT/s DMI 3MB L3 Cache Socket FCLGA1155 Intel Core i3-3220 Dual-core (2 Core) Processor,HP 687864-001 3.30GHz 5.00GT/s DMI 3MB L3 Cache Socket FCLGA1155 Intel Core i3-3220 Dual-core (2 Core) Processor,Refurbished,$112.00,https://cdn.cmshardware.com/images/Images/Products/687864-001.webp,Core i3 ,,3220 ,,Micro Processor ,Dual-core (2 Core) ,3.30 GHz,Socket FCLGA1155 
840391-L21, HPE ,Processors,Server Processors,NA,840391-L21 - HPE 2.60GHz LGA3647 Xeon Gold 6132 14-Core Processor,HPE 840391-L21 2.60GHz 10.40GT/s UPI 19.25MB L3 Cache Socket FCLGA3647 Intel Xeon Gold 6132 Tetradeca-core (14 Core) Processor Kit For ProLiant DL560 Gen10,Refurbished,$172.00,https://cdn.cmshardware.com/images/Images/Products/840391-L21.webp,Xeon Gold ,6100 ,6132 ,,Micro Processor ,Tetradeca-core (14 Core) ,2.60 GHz,Socket FCLGA3647 
840393-B21, HPE ,Processors,Server Processors,NA,840393-B21 - HPE 2.10GHz LGA3647 Xeon Gold 6130 16-Core Processor,HPE 840393-B21 2.10GHz 10.40GT/s UPI 22MB L3 Cache Socket FCLGA3647 Intel Xeon Gold 6130 Hexadeca-core (16 Core) Processor Kit For ProLiant DL560 Gen10,New,$148.00,https://cdn.cmshardware.com/images/Images/Products/840393-B21.webp,Xeon Gold ,,6130  ,,Micro Processor ,Hexadeca-core (16 Core) ,2.10 GHz,Socket FCLGA3647 
840379-L21, HPE ,Processors,Server Processors,NA,840379-L21 - HPE 2.10GHz LGA3647 Platinum 8176 28-Core Processor,HPE 840379-L21 2.10GHz 10.40GT/s UPI 38.5MB L3 Cache Socket FCLGA3647 Intel Xeon Platinum 8176 Octacosa-core (28 Core) Processor Kit For ProLiant DL560 Gen10,New,$648.00,https://cdn.cmshardware.com/images/Images/Products/840379-L21.webp,Xeon Platinum ,8000 ,,Intel ,Micro Processor ,Octacosa-core (28 Core) ,2.1 GHz,Socket FCLGA3647 
840381-B21, HPE ,Processors,Server Processors,NA,840381-B21 - HPE 2.10GHz LGA3647 Platinum 8160 24-Core Processor,HPE 840381-B21 2.10GHz 10.40GT/s UPI 33MB L3 Cache Socket FCLGA3647 Intel Xeon Platinum 8160 Tetracosa-core (24 Core) Processor Kit For ProLiant DL560 Gen10,Refurbished,$345.00,https://cdn.cmshardware.com/images/Images/Products/840381-B21.webp,Xeon Platinum ,,8160  ,,Micro Processor ,Tetracosa-core (24 Core) ,2.10 GHz,Socket FCLGA3647 
594118-L21, HPE ,Processors,Server Processors,NA,594118-L21 - HPE 2.00GHz LGA1366 Xeon E5503 2-Core Processor,HPE 594118-L21 2.00GHz 4.80GT/s QPI 4MB L3 Cache Socket FCLGA1366 Intel Xeon E5503 Dual-core (2 Core) Processor Kit For ProLiant DL180 G6,Refurbished,$285.00,https://cdn.cmshardware.com/images/Images/Products/594118-L21.webp,Xeon ,,,,Micro Processor ,Dual-core (2 Core) ,2.00 GHz,Socket FCLGA1366 
598144-L21, HPE ,Processors,Server Processors,NA,598144-L21 - HPE 2.00GHz LGA1366 Xeon E5503 2-Core Processor,HPE 598144-L21 2.00GHz 4.80GT/s QPI 4MB L3 Cache Socket FCLGA1366 Intel Xeon E5503 Dual-core (2 Core) Processor Kit For ProLiant BL280c G6,Refurbished,$285.00,https://cdn.cmshardware.com/images/Images/Products/598144-L21.webp,Xeon ,,,,Micro Processor ,Dual-core (2 Core) ,2.00 GHz,Socket FCLGA1366 
637865-L21, HPE ,Processors,Server Processors,NA,637865-L21 - HPE 3.20GHz Socket LGA1366 X5672 4-Core Processor,HPE 637865-L21 3.20GHz 6.40GT/s QPI 12MB L3 Cache Socket FCLGA1366 Intel Xeon X5672 Quad-core (4 Core) Processor Kit For ProLiant SL160s G6,Refurbished,$558.00,https://cdn.cmshardware.com/images/Images/Products/637865-L21.webp,Xeon ,,X5672 ,,Micro Processor ,Quad-core (4 Core) ,3.20 GHz,Socket FCLGA1366 
641916-L21, HPE ,Processors,Server Processors,NA,641916-L21 - HPE 3.50GHz LGA1155 Xeon E3-1280 4-Core Processor,HPE 641916-L21 3.50GHz 5.00GT/s DMI 8MB L3 Cache Socket LGA1155 Intel Xeon E3-1280 Quad-core (4 Core) Processor Kit For ProLiant DL120 G7,Refurbished,$497.00,https://cdn.cmshardware.com/images/Images/Products/641916-L21.webp,Xeon ,E3-1200 ,E3-1280 ,,Processor Upgrade ,Quad-core (4 Core) ,3.5 GHz,Socket LGA1155 
492325-L21, HP ,Processors,Server Processors,NA,492325-L21 - HP 3.33GHz Socket LGA771 X5470 4-Core Processor,HP 492325-L21 3.33GHz 1333MHz FSB 12MB L2 Cache Socket LGA771 Intel Xeon X5470 Quad-core (4 Core) Processor Kit For ProLiant BL480c G1,Refurbished,$471.00,https://cdn.cmshardware.com/images/Images/Products/492325-L21.webp,Xeon ,,X5470 ,,Micro Processor ,Quad-core (4 Core) ,3.33 GHz,Socket LGA771 
504586-B21, HP ,Processors,Server Processors,NA,504586-B21 - HP 3.33GHz Socket LGA771 X5470 4-Core Processor,HP 504586-B21 3.33GHz 1333MHz FSB 12MB L2 Cache Socket LGA771 Intel Xeon X5470 Quad-core (4 Core) Processor Kit For ProLiant xw460c G1,Refurbished,$135.00,https://cdn.cmshardware.com/images/Images/Products/504586-B21.webp,Xeon ,,X5470 ,,Micro Processor ,Quad-core (4 Core) ,3.33 GHz,Socket LGA771 
723937-L21, HP ,Processors,Server Processors,NA,723937-L21 - HP 3.30GHz LGA1150 E3-1230V3 4-Core Processor,HP 723937-L21 3.30GHz 5.00GT/s DMI 8MB L3 Cache Socket FCLGA1150 Intel Xeon E3-1230V3 Quad-core (4 Core) Processor Kit For ProLiant ML310e Gen8 V2,Refurbished,$145.00,https://cdn.cmshardware.com/images/Images/Products/723937-L21.webp,Xeon ,,1230V3  ,,Micro Processor ,Quad-core (4 Core) ,3.30 GHz,Socket LGA1150 
488039-L21, HPE ,Processors,Server Processors,NA,488039-L21 - HPE 3.33GHz Socket LGA771 X5470 4-Core Processor,HPE 488039-L21 3.33GHz 1333MHz FSB 12MB L2 Cache Socket LGA771 Intel Xeon X5470 Quad-core (4 Core) Processor Kit For ProLiant ML370 G5,Refurbished,$471.00,https://cdn.cmshardware.com/images/Images/Products/488039-L21.webp,Xeon ,,X5470 ,,Micro Processor ,Quad-core (4 Core) ,3.33 GHz,Socket LGA771 
645836-L21, HPE ,Processors,Server Processors,NA,645836-L21 - HPE 3.50GHz LGA1155 Xeon E3-1280 4-Core Processor,HPE 645836-L21 3.50GHz 5.00GT/s DMI 8MB L3 Cache Socket LGA1155 Intel Xeon E3-1280 Quad-core (4 Core) Processor Kit For ProLiant ML110 G7 Server,Refurbished,$625.00,https://cdn.cmshardware.com/images/Images/Products/645836-L21.webp,Xeon ,E3-1200 ,E3-1280 ,,Processor Upgrade ,Quad-core (4 Core) ,3.5 GHz,Socket LGA1155 
718255-L21, HP ,Processors,Server Processors,NA,718255-L21 - HP 3.30GHz LGA1150 E3-1230V3 4-Core Processor,HP 718255-L21 3.30GHz 5.00GT/s DMI 8MB L3 Cache Socket FCLGA1150 Intel Xeon E3-1230V3 Quad-core (4 Core) Processor Kit For ProLiant DL320e Gen8 V2,Refurbished,$145.00,https://cdn.cmshardware.com/images/Images/Products/718255-L21.webp,Xeon ,,E3-1230V3 ,,Micro Processor ,Quad-core (4 Core) ,3.30 GHz,Socket LGA1150 
718256-B21, HP ,Processors,Server Processors,NA,718256-B21 - HP 3.30GHz LGA1150 E3-1230V3 4-Core Processor,HP 718256-B21 3.30GHz 5.00GT/s DMI 8MB L3 Cache Socket FCLGA1150 Intel Xeon E3-1230V3 Quad-core (4 Core) Processor,Refurbished,$125.00,https://cdn.cmshardware.com/images/Images/Products/718256-B21.webp,Xeon ,,E3-1230V3 ,,Micro Processor ,Quad-core (4 Core) ,3.30 GHz,Socket LGA1150 
AB548AX, HP ,Processors,Server Processors,NA,AB548AX - HP 1.60GHz Socket PGA611 Itanium-2 1-Core Processor,HP AB548AX 1.60GHz 400MHz FSB 6MB L2 Cache Socket PGA611 Intel Itanium-2 Single-core (1 Core) Processor For Integrity rx7620/rx8620,Refurbished,$175.00,https://cdn.cmshardware.com/images/Images/Products/AB548AX.webp,Itanium ,,,,Micro Processor ,,1.60 GHz,
AB548BX, HP ,Processors,Server Processors,NA,AB548BX - HP 1.60GHz Socket PPGA611 Itanium-2 1-Core Processor,HP AB548BX 1.60GHz 533MHz FSB 6MB L2 Cache Socket PPGA611 Intel Itanium-2 Single-core (1 Core) Processor,Refurbished,$260.00,https://cdn.cmshardware.com/images/Images/Products/AB548BX.webp,Itanium ,,,,Micro Processor ,Single-core (1 Core) ,1.60 GHz,Socket PPGA611 
